id	jelolt	tipus	forras_naplo	indoklas
HAMART-001	**G0093 (*adikia*)** — 24 igehely	elutasitva	tematikus_lezart/naplok/Bun_kovetkezmenyeinek_gyuruzese_kereszthivatkozas_naplo.md	A LXX ezzel fordítja a 1Móz 6:11,13 *chámász*-át, de az újszövetségi *adikia* önálló, tág fogalom ("igazságtalanság"); egyetlen előfordulása sem idézi vissza a genezisi mondatot
ALVIL-001	1Kor 15:55 (θάνατος, NA28 szerint NEM ᾅδης)	elutasitva	tematikus_lezart/naplok/Hadesz_Seol_kereszthivatkozas_naplo.md	a kritikai szövegkiadás mindkét tagmondatban θάνατος-t hoz; a TR/Byzantinus-alapú Károli-olvasat eltérése szövegkritikai kérdés, nem a jelen scan tárgya — dokumentálva, nem hallgatólagosan kihagyva
ALVIL-001	Máté 16:18 (ᾅδης, "a pokol kapui")	elhatarolas	tematikus_lezart/naplok/Hadesz_Seol_kereszthivatkozas_naplo.md	ekkleziológiai kontextus (az egyház legyőzhetetlensége), tartalmilag nem kapcsolódik a jelen tanulmány tárgyához (halál/feltámadás-tipológia) — külön motívumként kezelendő, ha sorra kerül
ALVIL-001	Tehóm/abüsszosz-komplexum (H8415/G0012)	elhatarolas	tematikus_lezart/naplok/Hadesz_Seol_kereszthivatkozas_naplo.md	a seól/hádész az egyéni halottak birodalma, a tehóm/abüsszosz kozmikus-mitológiai teremtés előtti káosz — a két szócsalád sosem azonosított egymással, l. `Tehom_kereszthivatkozas_naplo.md`
ALVIL-001	Named teacher (Derek Prince stb., dedikáltan a seól/hádész-komplexumra)	gap	tematikus_lezart/naplok/Hadesz_Seol_kereszthivatkozas_naplo.md	nem áll rendelkezésre megbízható, ellenőrizhető, dedikáltan erre a témára szánt forrás a jóváhagyott listáról
MENNY-001	4Móz 13:33 (téves hivatkozás)	elutasitva	tematikus_lezart/naplok/Isten_fiai_Nefilim_Gibborim_kereszthivatkozas_naplo.md	a נְפִלִים szó a 34. versben áll — igehely-azonosítási hiba
MENNY-001	1Móz 14:5 (רְפָאִים)	elhatarolas	tematikus_lezart/naplok/Isten_fiai_Nefilim_Gibborim_kereszthivatkozas_naplo.md	a בְּנֵי הָאֱלֹהִים/נְפִלִים/גִּבּוֹר szócsalád egyike sem fordul elő ott; a kapcsolat kizárólag tematikus — önálló motívum, `[ID: HODIT-001]`, l. `Rafaim_kereszthivatkozas_naplo.md`
MENNY-001	Named teacher — pünkösdi ÓSZ-szakértők (Rickie D. Moore, Lee Roy Martin, John Christopher Thomas)	gap	tematikus_lezart/naplok/Isten_fiai_Nefilim_Gibborim_kereszthivatkozas_naplo.md	publikált munkáikban nem található kifejezetten erre a pericopára (1Móz 6:1-4) vonatkozó, ellenőrizhető állásfoglalás
KIRALY-001	H7069 (קֹנֵה)	elutasitva	tematikus_lezart/naplok/Melkizedek_tematikus_kereszthivatkozas_naplo.md	más motívum (Isten mint teremtő/birtokos) tárgyköre, nem "priest-king"
KIRALY-001	BDB "chieftain" alkategória (Jetró stb.)	elutasitva	tematikus_lezart/naplok/Melkizedek_tematikus_kereszthivatkozas_naplo.md	más BDB-sense, lexikai azonosság motívum-azonosság nélkül
KIRALY-001	G5010 Luk 1:8, 1Kor 14:40, Kol 2:5	elutasitva	tematikus_lezart/naplok/Melkizedek_tematikus_kereszthivatkozas_naplo.md	más sense (papi beosztás / általános rendezettség), nem "Melkizedek-rendi"
KIRALY-001	Kenneth Copeland (1Móz 14:22-23, Ábrám esküje)	elutasitva	tematikus_lezart/naplok/Melkizedek_tematikus_kereszthivatkozas_naplo.md	más igehely/téma a fejezeten belül, nem a Melkizedek-papság motívuma
KIRALY-001	Jel 1:6	elutasitva	tematikus_lezart/naplok/Melkizedek_tematikus_kereszthivatkozas_naplo.md	tematikus párhuzam, de más görög szavak (βασιλείαν, ἱερεῖς — nem βασίλειον ἱεράτευμα) — nem szó szerinti LXX-idézés
KIRALY-001	Jel 5:10	elutasitva	tematikus_lezart/naplok/Melkizedek_tematikus_kereszthivatkozas_naplo.md	ugyanaz, mint Jel 1:6 — tematikus párhuzam, más görög szavak, nem lexikai egyezés
HODIT-001	4Móz 13:33 (téves hivatkozás)	elutasitva	tematikus_lezart/naplok/Rafaim_kereszthivatkozas_naplo.md	a נְפִלִים szó a 34. versben áll, nem a 33.-ban — igehely-azonosítási hiba, nem tartalmi kérdés
HODIT-001	1Móz 6:4 (נְפִילִים/גִּבֹּרִים)	elhatarolas	tematikus_lezart/naplok/Rafaim_kereszthivatkozas_naplo.md	a רְפָאִים szótő ott nem fordul elő; a kapcsolat kizárólag tematikus — önálló motívum, `[ID: MENNY-001]`, l. `Isten_fiai_Nefilim_Gibborim_kereszthivatkozas_naplo.md`
HODIT-001	Named teacher (Hagin, Copeland, Roberts, Osborn, Capps, Prince, Wommack stb.)	gap	tematikus_lezart/naplok/Rafaim_kereszthivatkozas_naplo.md	nincs megbízható, elsődleges forrás a jóváhagyott listáról, amely kifejezetten az 1Móz 14:5 Refáim/Zuzim/Émim szakaszra vagy a Refáim-motívumra hivatkozna; a "giants in the land" téma áttételes, nem dedikált
ISTENTISZT-001	Ézs 43:1	elutasitva	tematikus_lezart/naplok/Segitsegul_hivni_az_Urat_kereszthivatkozas_naplo.md	"Néven szólítalak" (Istent hívja valakit néven) — homonim szerkezet, MÁS jelentés (nem "Isten nevét hívni segítségül")
ISTENTISZT-001	Ézs 44:5	elutasitva	tematikus_lezart/naplok/Segitsegul_hivni_az_Urat_kereszthivatkozas_naplo.md	"Jákób nevével nevezi magát" — identitás-felvétel, nem invokáció
ISTENTISZT-001	Ézs 45:3	elutasitva	tematikus_lezart/naplok/Segitsegul_hivni_az_Urat_kereszthivatkozas_naplo.md	"Én, [az Úr], aki téged neveden hívlak" (Círuszról) — ugyanaz a homonim szerkezet, mint 43:1
ISTENTISZT-001	Ruth 4:11	elutasitva	tematikus_lezart/naplok/Segitsegul_hivni_az_Urat_kereszthivatkozas_naplo.md	"hogy híres neve legyen Betlehemben" — hírnév-áldás, más jelentésű "név"
ISTENTISZT-001	Ruth 4:14	elutasitva	tematikus_lezart/naplok/Segitsegul_hivni_az_Urat_kereszthivatkozas_naplo.md	"hogy neveztessék az ő neve Izráelben" — ugyanaz, mint 4:11
TEREMT-001	ταρταρόω (2Pét 2:4)	elhatarolas	tematikus_lezart/naplok/Tehom_kereszthivatkozas_naplo.md	nem lexikai rokona a tehóm/ábüσσος szónak — külön, görög mitológiából kölcsönzött terminus; tartalmilag inkább az "Isten fiai / gibborim-nefilim" motívumhoz kapcsolódik
TEREMT-001	Jel 21:1 (θάλασσα, "tenger")	elutasitva	tematikus_lezart/naplok/Tehom_kereszthivatkozas_naplo.md	nem lexikai rokona az ἄβυσσος szócsaládnak — tematikus, nem lexikai párhuzam
TEREMT-001	Named teacher (Derek Prince / Hagin / Capps)	gap	tematikus_lezart/naplok/Tehom_kereszthivatkozas_naplo.md	nincs kifejezetten e motívumhoz kötött, elmentett szabály szerinti nevesített tanító-hivatkozás; gyengébb anyaggal nem pótolva
