szo_id	szo_ids	level	bbox	ocr	m1	m2	dontes	alak_igazolt	extra
word_000017_000086	word_000017_000086	17	[420, 498, 480, 539]	éys	{"szo_ids": ["word_000017_000086"], "alak": "éys", "nyelv": "grc", "extra": false}	{"szo_ids": ["word_000017_000086"], "alak": "ἐγώ", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000017_000162	word_000017_000162,word_000017_000163	17	[198, 775, 378, 815]	Joed. grat.	{"szo_ids": ["word_000017_000162"], "alak": "Joed.", "nyelv": "lat", "extra": false}	{"szo_ids": ["word_000017_000162", "word_000017_000163"], "alak": "foed", "nyelv": "lat", "extra": false}	vitas	nem	nem
word_000017_000168	word_000017_000168	17	[729, 776, 774, 806]	M.	{"szo_ids": ["word_000017_000168"], "alak": "M.", "nyelv": "lat", "extra": false}		hianyzo_m1	nem	nem
word_000017_000177	word_000017_000177,word_000017_000178	17	[382, 830, 621, 871]	Z.c.), Christum	{"szo_ids": ["word_000017_000177"], "alak": "Z.c.),", "nyelv": "lat", "extra": false}	{"szo_ids": ["word_000017_000177", "word_000017_000178"], "alak": "l.c", "nyelv": "lat", "extra": false}	vitas	nem	nem
word_000017_000200	word_000017_000200	17	[726, 993, 854, 1034]	Buvacos	{"szo_ids": ["word_000017_000200"], "alak": "Buvacos", "nyelv": "grc", "extra": false}	{"szo_ids": ["word_000017_000200"], "alak": "βυσσός", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000017_000203	word_000017_000203	17	[1004, 994, 1114, 1035]	Buds,	{"szo_ids": ["word_000017_000203"], "alak": "Buds,", "nyelv": "lat", "extra": false}	{"szo_ids": ["word_000017_000203"], "alak": "βυθός", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000017_000213	word_000017_000213	17	[716, 1050, 864, 1089]	d8uccov	{"szo_ids": ["word_000017_000213"], "alak": "ἀβυσσος", "nyelv": "grc", "extra": false}	{"szo_ids": ["word_000017_000213"], "alak": "ἄβυσσον", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000017_000214	word_000017_000214	17	[889, 1050, 1039, 1092]	médayos,	{"szo_ids": ["word_000017_000214"], "alak": "μέγαθος,", "nyelv": "grc", "extra": false}	{"szo_ids": ["word_000017_000214"], "alak": "πέλαγος", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000017_000215	word_000017_000215	17	[1058, 1050, 1167, 1090]	BaOos,	{"szo_ids": ["word_000017_000215"], "alak": "βάθος,", "nyelv": "grc", "extra": false}	{"szo_ids": ["word_000017_000215"], "alak": "βάθος", "nyelv": "grc", "extra": false}	auto	igen	nem
word_000017_000217	word_000017_000217	17	[1290, 1053, 1434, 1087]	mTodTos,	{"szo_ids": ["word_000017_000217"], "alak": "πλούτος,", "nyelv": "grc", "extra": false}	{"szo_ids": ["word_000017_000217"], "alak": "πλοῦτος", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000017_000218	word_000017_000218	17	[1453, 1053, 1593, 1093]	tpayya.	{"szo_ids": ["word_000017_000218"], "alak": "πράγμα.", "nyelv": "grc", "extra": false}	{"szo_ids": ["word_000017_000218"], "alak": "πρᾶγμα", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000017_000224	word_000017_000224	17	[415, 1104, 570, 1144]	&Bvacos,	{"szo_ids": ["word_000017_000224"], "alak": "&Bvacos,", "nyelv": "lat", "extra": false}	{"szo_ids": ["word_000017_000224"], "alak": "ἄβυσσος", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000017_000237	word_000017_000237	17	[207, 1160, 313, 1192]	eccles.	{"szo_ids": ["word_000017_000237"], "alak": "eccles.", "nyelv": "lat", "extra": false}		hianyzo_m1	nem	nem
word_000017_000246	word_000017_000246	17	[1272, 1160, 1377, 1204]	yottw	{"szo_ids": ["word_000017_000246"], "alak": "yottw", "nyelv": "lat", "extra": false}	{"szo_ids": ["word_000017_000246"], "alak": "χοὔτω", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000017_000247	word_000017_000247	17	[1403, 1160, 1559, 1201]	KxarirOes	{"szo_ids": ["word_000017_000247"], "alak": "KxarirOes", "nyelv": "grc", "extra": false}	{"szo_ids": ["word_000017_000247"], "alak": "κατῆλθες", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000017_000249	word_000017_000249	17	[1671, 1160, 1827, 1202]	pédatvay	{"szo_ids": ["word_000017_000249"], "alak": "pédatvay", "nyelv": "lat", "extra": false}	{"szo_ids": ["word_000017_000249"], "alak": "μέλαιναν", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000017_000250	word_000017_000250	17	[208, 1214, 382, 1248]	TDoutéws	{"szo_ids": ["word_000017_000250"], "alak": "TDoutéws", "nyelv": "lat", "extra": false}	{"szo_ids": ["word_000017_000250"], "alak": "Πλουτέως", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000017_000251	word_000017_000251	17	[410, 1214, 566, 1254]	aBvocov.	{"szo_ids": ["word_000017_000251"], "alak": "aBvocov.", "nyelv": "grc", "extra": false}	{"szo_ids": ["word_000017_000251"], "alak": "ἄβυσσον", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000017_000257	word_000017_000257	17	[1092, 1242, 1098, 1248]	.	{"szo_ids": ["word_000017_000257"], "alak": ".", "nyelv": "lat", "extra": false}		hianyzo_m1	nem	nem
word_000017_000258	word_000017_000258	17	[1125, 1242, 1164, 1249]	..	{"szo_ids": ["word_000017_000258"], "alak": "..", "nyelv": "lat", "extra": false}		hianyzo_m1	nem	nem
word_000017_000262	word_000017_000262	17	[1478, 1221, 1517, 1248]	cst	{"szo_ids": ["word_000017_000262"], "alak": "cst", "nyelv": "lat", "extra": false}	{"szo_ids": ["word_000017_000262"], "alak": "est", "nyelv": "lat", "extra": false}	vitas	nem	nem
word_000017_000263	word_000017_000263	17	[1528, 1218, 1559, 1249]	:”	{"szo_ids": ["word_000017_000263"], "alak": ":”", "nyelv": "lat", "extra": false}		hianyzo_m1	nem	nem
word_000017_000269	word_000017_000269	17	[385, 1272, 484, 1303]	LXX.	{"szo_ids": ["word_000017_000269"], "alak": "LXX.", "nyelv": "lat", "extra": false}		hianyzo_m1	nem	nem
word_000017_000270	word_000017_000270	17	[500, 1286, 526, 1295]	=	{"szo_ids": ["word_000017_000270"], "alak": "=", "nyelv": "lat", "extra": false}		hianyzo_m1	nem	nem
word_000017_000271	word_000017_000271	17	[540, 1270, 620, 1314]	inn,	{"szo_ids": ["word_000017_000271"], "alak": "inn,", "nyelv": "lat", "extra": false}	{"szo_ids": ["word_000017_000271"], "alak": "תְּהוֹם", "nyelv": "heb", "extra": false}	vitas	nem	nem
word_000017_000290	word_000017_000290	17	[440, 1327, 505, 1357]	xlii.	{"szo_ids": ["word_000017_000290"], "alak": "xlii.", "nyelv": "lat", "extra": false}		hianyzo_m1	nem	nem
word_000017_000309	word_000017_000309	17	[208, 1381, 308, 1421]	(Suid.	{"szo_ids": ["word_000017_000309"], "alak": "(Suid.", "nyelv": "lat", "extra": false}		hianyzo_m1	nem	nem
word_000017_000310	word_000017_000310	17	[323, 1394, 329, 1412]	:	{"szo_ids": ["word_000017_000310"], "alak": ":", "nyelv": "lat", "extra": false}		hianyzo_m1	nem	nem
word_000017_000311	word_000017_000311	17	[356, 1380, 477, 1413]	tddrav	{"szo_ids": ["word_000017_000311"], "alak": "tddrav", "nyelv": "lat", "extra": false}	{"szo_ids": ["word_000017_000311"], "alak": "ὑδάτων", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000017_000312	word_000017_000312	17	[495, 1381, 619, 1421]	wrHO0s	{"szo_ids": ["word_000017_000312"], "alak": "wrHO0s", "nyelv": "lat", "extra": false}	{"szo_ids": ["word_000017_000312"], "alak": "πλῆθος", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000017_000313	word_000017_000313	17	[637, 1380, 734, 1424]	modv)	{"szo_ids": ["word_000017_000313"], "alak": "modv)", "nyelv": "lat", "extra": false}	{"szo_ids": ["word_000017_000313"], "alak": "πολύ", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000017_000319	word_000017_000319	17	[1120, 1383, 1173, 1414]	xii.	{"szo_ids": ["word_000017_000319"], "alak": "xii.", "nyelv": "lat", "extra": false}		hianyzo_m1	nem	nem
word_000017_000322	word_000017_000322	17	[1295, 1371, 1385, 1426]	novia,	{"szo_ids": ["word_000017_000322"], "alak": "novia,", "nyelv": "lat", "extra": false}	{"szo_ids": ["word_000017_000322"], "alak": "מְצוּלָה", "nyelv": "heb", "extra": false}	vitas	nem	nem
word_000017_000325	word_000017_000325	17	[1604, 1384, 1716, 1415]	xxxiii.	{"szo_ids": ["word_000017_000325"], "alak": "xxxiii.", "nyelv": "lat", "extra": false}		hianyzo_m1	nem	nem
word_000017_000337	word_000017_000337	17	[881, 1435, 1026, 1475]	dGvaco	{"szo_ids": ["word_000017_000337"], "alak": "dGvaco", "nyelv": "grc", "extra": false}	{"szo_ids": ["word_000017_000337"], "alak": "ἄβυσσοι", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000017_000338	word_000017_000338	17	[1047, 1439, 1163, 1477]	wnyav.	{"szo_ids": ["word_000017_000338"], "alak": "wnyav.", "nyelv": "lat", "extra": false}	{"szo_ids": ["word_000017_000338"], "alak": "πηγῶν", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000017_000346	word_000017_000346	17	[1665, 1438, 1712, 1472]	tls	{"szo_ids": ["word_000017_000346"], "alak": "tls", "nyelv": "lat", "extra": false}	{"szo_ids": ["word_000017_000346"], "alak": "τίς", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000017_000347	word_000017_000347	17	[1730, 1451, 1826, 1470]	xara-	{"szo_ids": ["word_000017_000347"], "alak": "xara-", "nyelv": "lat", "extra": false}		hianyzo_m1	nem	nem
word_000017_000348	word_000017_000348	17	[207, 1490, 349, 1530]	Bicetat	{"szo_ids": ["word_000017_000348"], "alak": "Bicetat", "nyelv": "lat", "extra": false}		hianyzo_m1	nem	nem
word_000017_000351	word_000017_000351	17	[530, 1490, 696, 1531]	&Bvocov;	{"szo_ids": ["word_000017_000351"], "alak": "&Bvocov;", "nyelv": "grc", "extra": false}	{"szo_ids": ["word_000017_000351"], "alak": "ἄβυσσον", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000017_000352	word_000017_000352	17	[724, 1490, 886, 1523]	tovréctw	{"szo_ids": ["word_000017_000352"], "alak": "tovréctw", "nyelv": "grc", "extra": false}	{"szo_ids": ["word_000017_000352"], "alak": "τουτέστιν", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000017_000353	word_000017_000353	17	[903, 1491, 1051, 1534]	Xpiotov	{"szo_ids": ["word_000017_000353"], "alak": "Xpiotov", "nyelv": "grc", "extra": false}	{"szo_ids": ["word_000017_000353"], "alak": "Χριστὸν", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000017_000354	word_000017_000354	17	[1069, 1493, 1104, 1524]	éx	{"szo_ids": ["word_000017_000354"], "alak": "éx", "nyelv": "lat", "extra": false}	{"szo_ids": ["word_000017_000354"], "alak": "ἐκ", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000017_000355	word_000017_000355	17	[1122, 1493, 1235, 1535]	vexpav	{"szo_ids": ["word_000017_000355"], "alak": "vexpav", "nyelv": "lat", "extra": false}	{"szo_ids": ["word_000017_000355"], "alak": "νεκρῶν", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000017_000356	word_000017_000356	17	[1253, 1492, 1428, 1533]	avayayeiv,	{"szo_ids": ["word_000017_000356"], "alak": "avayayeiv,", "nyelv": "grc", "extra": false}	{"szo_ids": ["word_000017_000356"], "alak": "ἀναγαγεῖν", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000017_000402	word_000017_000402	17	[1007, 1660, 1055, 1698]	0°]	{"szo_ids": ["word_000017_000402"], "alak": "0°]", "nyelv": "lat", "extra": false}	{"szo_ids": ["word_000017_000402"], "alak": "אֶל־עֵבֶר", "nyelv": "heb", "extra": false}	vitas	nem	nem
word_000017_000403	word_000017_000403	17	[1074, 1645, 1180, 1700]	nayrby	{"szo_ids": ["word_000017_000403"], "alak": "nayrby", "nyelv": "lat", "extra": false}	{"szo_ids": ["word_000017_000403"], "alak": "הַיָּם", "nyelv": "heb", "extra": false}	vitas	nem	nem
word_000017_000406	word_000017_000406	17	[1399, 1656, 1435, 1689]	To	{"szo_ids": ["word_000017_000406"], "alak": "To", "nyelv": "lat", "extra": false}	{"szo_ids": ["word_000017_000406"], "alak": "τὸ", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000017_000407	word_000017_000407	17	[1448, 1657, 1547, 1701]	1répay	{"szo_ids": ["word_000017_000407"], "alak": "1répay", "nyelv": "lat", "extra": false}	{"szo_ids": ["word_000017_000407"], "alak": "πέραν", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000017_000408	word_000017_000408	17	[1561, 1661, 1616, 1698]	THs	{"szo_ids": ["word_000017_000408"], "alak": "THs", "nyelv": "lat", "extra": false}	{"szo_ids": ["word_000017_000408"], "alak": "τῆς", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000017_000409	word_000017_000409	17	[1633, 1658, 1827, 1703]	Oardoons),	{"szo_ids": ["word_000017_000409"], "alak": "Oardoons),", "nyelv": "lat", "extra": false}	{"szo_ids": ["word_000017_000409"], "alak": "θαλάσσης", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000017_000415	word_000017_000415	17	[811, 1711, 958, 1749]	d@vacos	{"szo_ids": ["word_000017_000415"], "alak": "d@vacos", "nyelv": "grc", "extra": false}	{"szo_ids": ["word_000017_000415"], "alak": "ἄβυσσος", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000017_000442	word_000017_000442,word_000017_000443	17	[409, 1822, 636, 1862]	iroxdta Tis	{"szo_ids": ["word_000017_000442"], "alak": "iroxdta", "nyelv": "lat", "extra": false}	{"szo_ids": ["word_000017_000442", "word_000017_000443"], "alak": "ὑποκάτω", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000017_000461	word_000017_000461	17	[583, 1877, 730, 1916]	@Bvocos	{"szo_ids": ["word_000017_000461"], "alak": "@Bvocos", "nyelv": "grc", "extra": false}	{"szo_ids": ["word_000017_000461"], "alak": "ἄβυσσος", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000017_000465	word_000017_000465	17	[1055, 1875, 1137, 1920]	dns,	{"szo_ids": ["word_000017_000465"], "alak": "dns,", "nyelv": "lat", "extra": false}	{"szo_ids": ["word_000017_000465"], "alak": "ᾅδης", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000017_000468	word_000017_000468	17	[1413, 1885, 1585, 1912]	remoteness	{"szo_ids": ["word_000017_000468"], "alak": "remoteness", "nyelv": "lat", "extra": false}		hianyzo_m1	nem	nem
word_000017_000478	word_000017_000478	17	[896, 1933, 1177, 1973]	expression.—In	{"szo_ids": ["word_000017_000478"], "alak": "In", "nyelv": "lat", "extra": false}		hianyzo_m1	nem	nem
word_000017_000483	word_000017_000483,word_000017_000484	17	[1422, 1933, 1576, 1977]	70 dpéap	{"szo_ids": ["word_000017_000484"], "alak": "dpéap", "nyelv": "lat", "extra": false}	{"szo_ids": ["word_000017_000483", "word_000017_000484"], "alak": "τὸ", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000017_000485	word_000017_000485,word_000017_000486	17	[1593, 1934, 1829, 1976]	rhs a8vacou,	{"szo_ids": ["word_000017_000486"], "alak": "a8vacou,", "nyelv": "grc", "extra": false}	{"szo_ids": ["word_000017_000485", "word_000017_000486"], "alak": "τῆς", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000017_000505	word_000017_000505,word_000017_000506	17	[458, 2042, 633, 2083]	6 dyyedos	{"szo_ids": ["word_000017_000506"], "alak": "dyyedos", "nyelv": "lat", "extra": false}	{"szo_ids": ["word_000017_000505", "word_000017_000506"], "alak": "ὁ", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000017_000507	word_000017_000507,word_000017_000508	17	[656, 2040, 891, 2082]	THs aBvacou,	[{"szo_ids": ["word_000017_000507"], "alak": "THs", "nyelv": "lat", "extra": false}, {"szo_ids": ["word_000017_000508"], "alak": "aBvacou,", "nyelv": "grc", "extra": false}]	{"szo_ids": ["word_000017_000507", "word_000017_000508"], "alak": "τῆς", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000017_000521	word_000017_000521,word_000017_000522	17	[491, 2096, 602, 2138]	tva ph	{"szo_ids": ["word_000017_000521"], "alak": "tva", "nyelv": "lat", "extra": false}	{"szo_ids": ["word_000017_000521", "word_000017_000522"], "alak": "ἵνα", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000017_000523	word_000017_000523,word_000017_000524	17	[621, 2097, 880, 2138]	eitaén adtois	[{"szo_ids": ["word_000017_000523"], "alak": "eitaén", "nyelv": "grc", "extra": false}, {"szo_ids": ["word_000017_000524"], "alak": "adtois", "nyelv": "grc", "extra": false}]	{"szo_ids": ["word_000017_000523", "word_000017_000524"], "alak": "ἐπιτάξῃ", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000017_000525	word_000017_000525,word_000017_000526	17	[899, 2096, 1022, 2137]	eis tiv	{"szo_ids": ["word_000017_000526"], "alak": "tiv", "nyelv": "grc", "extra": false}	{"szo_ids": ["word_000017_000525", "word_000017_000526"], "alak": "εἰς", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000017_000527	word_000017_000527,word_000017_000528	17	[1045, 2097, 1471, 2137]	&Bvocov amedOciv.—In	[{"szo_ids": ["word_000017_000527"], "alak": "&Bvocov", "nyelv": "grc", "extra": false}, {"szo_ids": ["word_000017_000528"], "alak": "amedOciv.—In", "nyelv": "lat", "extra": false}]	{"szo_ids": ["word_000017_000527", "word_000017_000528"], "alak": "ἄβυσσον", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000017_000534	word_000017_000534	17	[205, 2155, 392, 2196]	dvaBaivew	{"szo_ids": ["word_000017_000534"], "alak": "dvaBaivew", "nyelv": "lat", "extra": false}	{"szo_ids": ["word_000017_000534"], "alak": "ἀναβαίνειν", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000017_000535	word_000017_000535,word_000017_000536	17	[410, 2156, 515, 2194]	€« tis	{"szo_ids": ["word_000017_000535"], "alak": "€«", "nyelv": "lat", "extra": false}	{"szo_ids": ["word_000017_000535", "word_000017_000536"], "alak": "ἐκ", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000017_000537	word_000017_000537,word_000017_000538	17	[537, 2152, 732, 2192]	4Bvooou is	{"szo_ids": ["word_000017_000537"], "alak": "4Bvooou", "nyelv": "grc", "extra": false}	{"szo_ids": ["word_000017_000537", "word_000017_000538"], "alak": "ἀβύσσου", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000017_000551	word_000017_000551,word_000017_000552	17	[205, 2209, 560, 2251]	dBvaocos Enrnpateov	[{"szo_ids": ["word_000017_000551"], "alak": "dBvaocos", "nyelv": "grc", "extra": false}, {"szo_ids": ["word_000017_000552"], "alak": "Enrnpateov", "nyelv": "grc", "extra": false}]	{"szo_ids": ["word_000017_000551", "word_000017_000552"], "alak": "ἄβυσσος", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000017_000553	word_000017_000553,word_000017_000554	17	[577, 2206, 739, 2251]	4 ypady,	[{"szo_ids": ["word_000017_000553"], "alak": "4", "nyelv": "lat", "extra": false}, {"szo_ids": ["word_000017_000554"], "alak": "ypady,", "nyelv": "lat", "extra": false}]	{"szo_ids": ["word_000017_000553", "word_000017_000554"], "alak": "ἡ", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000017_000559	word_000017_000559	17	[1124, 2210, 1214, 2248]	Act.;	{"szo_ids": ["word_000017_000559"], "alak": "Act.;", "nyelv": "lat", "extra": false}		hianyzo_m1	nem	nem
word_000017_000560	word_000017_000560,word_000017_000561	17	[1244, 2208, 1358, 2246]	6 Ocds,	{"szo_ids": ["word_000017_000561"], "alak": "Ocds,", "nyelv": "lat", "extra": false}	{"szo_ids": ["word_000017_000560", "word_000017_000561"], "alak": "ὁ", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000017_000562	word_000017_000562,word_000017_000563	17	[1387, 2211, 1596, 2249]	&Bvocos dv	{"szo_ids": ["word_000017_000562"], "alak": "&Bvocos", "nyelv": "grc", "extra": false}	{"szo_ids": ["word_000017_000562", "word_000017_000563"], "alak": "ἄβυσσος", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000017_000564	word_000017_000564	17	[1620, 2211, 1829, 2253]	ayabdrnTOos,	{"szo_ids": ["word_000017_000564"], "alak": "ayabdrnTOos,", "nyelv": "grc", "extra": false}		hianyzo_m1	nem	nem
word_000017_000570	word_000017_000570,word_000017_000571	17	[772, 2261, 1002, 2304]	9 arroyvwors	[{"szo_ids": ["word_000017_000570"], "alak": "9", "nyelv": "lat", "extra": false}, {"szo_ids": ["word_000017_000571"], "alak": "arroyvwors", "nyelv": "lat", "extra": false}]	{"szo_ids": ["word_000017_000570", "word_000017_000571"], "alak": "ἡ", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000017_000572	word_000017_000572,word_000017_000573	17	[1028, 2263, 1195, 2304]	els adthy	{"szo_ids": ["word_000017_000573"], "alak": "els", "nyelv": "lat", "extra": false}	{"szo_ids": ["word_000017_000572", "word_000017_000573"], "alak": "εἰς", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000017_000574	word_000017_000574,word_000017_000575	17	[1221, 2265, 1433, 2306]	xatdye THs	[{"szo_ids": ["word_000017_000574"], "alak": "adthy", "nyelv": "lat", "extra": false}, {"szo_ids": ["word_000017_000575"], "alak": "THs", "nyelv": "lat", "extra": false}]	{"szo_ids": ["word_000017_000574", "word_000017_000575"], "alak": "κατάγει", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000017_000576	word_000017_000576,word_000017_000577	17	[1457, 2266, 1649, 2308]	Kaklas thy	{"szo_ids": ["word_000017_000576"], "alak": "Kaklas", "nyelv": "lat", "extra": false}	{"szo_ids": ["word_000017_000576", "word_000017_000577"], "alak": "κακίας", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000017_000578	word_000017_000578	17	[1666, 2268, 1828, 2307]	dBvocor,	{"szo_ids": ["word_000017_000578"], "alak": "dBvocor,", "nyelv": "grc", "extra": false}		hianyzo_m1	nem	nem
word_000017_000582	word_000017_000582,word_000017_000583	17	[493, 2319, 639, 2359]	Bdos is	{"szo_ids": ["word_000017_000582"], "alak": "Bdos", "nyelv": "lat", "extra": false}	{"szo_ids": ["word_000017_000582", "word_000017_000583"], "alak": "βάθος", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000017_000009	word_000017_000009	17	[659, 220, 721, 257]	val,		{"szo_ids": ["word_000017_000009"], "alak": "ναὶ", "nyelv": "grc", "extra": true}	extra_vitas	nem	igen
word_000017_000037	word_000017_000037	17	[203, 332, 256, 364]	kat		{"szo_ids": ["word_000017_000037"], "alak": "καὶ", "nyelv": "grc", "extra": true}	extra_vitas	nem	igen
word_000017_000054	word_000017_000054	17	[350, 386, 404, 419]	Kal		{"szo_ids": ["word_000017_000054"], "alak": "καὶ", "nyelv": "grc", "extra": true}	extra_vitas	nem	igen
word_000017_000056	word_000017_000056	17	[523, 385, 536, 419]	6		{"szo_ids": ["word_000017_000056"], "alak": "ὁ", "nyelv": "grc", "extra": true}	extra_vitas	nem	igen
word_000017_000057	word_000017_000057	17	[542, 387, 598, 429]	dv		{"szo_ids": ["word_000017_000057"], "alak": "ὢν", "nyelv": "grc", "extra": true}	extra_vitas	nem	igen
word_000017_000072	word_000017_000072	17	[660, 442, 721, 483]	éyo		{"szo_ids": ["word_000017_000072"], "alak": "ἐγώ", "nyelv": "grc", "extra": true}	extra_vitas	nem	igen
