# T1.1 munkalap (TEREMT002_KUTATAS_BRIEF.md) -- adat/jeloltek.tsv alakjában, betöltés a T1.3-ban. Sema: adat/SEMA.md 2.4
id	igehely	forras_kereses	dontes	indoklas	karoli_szo	azonositas_modja	megbizhatosag	datum
TEREMT-002	Ézs 41:29	scan H8414	nyitva	T1: minősítetlen (G4). Önálló H8414-előfordulás, bohu nélkül; gerinc_elem-javaslat (G5): tohu.				2026.09.25
TEREMT-002	Ézs 44:9	scan H8414	nyitva	T1: minősítetlen (G4). Önálló H8414-előfordulás, bohu nélkül; gerinc_elem-javaslat (G5): tohu.				2026.09.25
TEREMT-002	Ézs 45:18	scan H8414; TSK 1Móz 1:2 (Votes=55)	nyitva	T1: minősítetlen (G4). Önálló H8414-előfordulás, bohu nélkül; gerinc_elem-javaslat (G5): tohu.				2026.09.25
TEREMT-002	Ézs 45:19	scan H8414	nyitva	T1: minősítetlen (G4). Önálló H8414-előfordulás, bohu nélkül; gerinc_elem-javaslat (G5): tohu.				2026.09.25
TEREMT-002	Ézs 49:4	scan H8414	nyitva	T1: minősítetlen (G4). Önálló H8414-előfordulás, bohu nélkül; gerinc_elem-javaslat (G5): tohu.				2026.09.25
TEREMT-002	Ézs 59:4	scan H8414	nyitva	T1: minősítetlen (G4). Önálló H8414-előfordulás, bohu nélkül; gerinc_elem-javaslat (G5): tohu.				2026.09.25
TEREMT-002	Zsolt 104:30	TSK 1Móz 1:2 (Votes=61)	nyitva	T1: minősítetlen (G4). Kereszthivatkozás-célpont, a versben nincs H8414/H0922 — lexikai gerinc_elem nem nevezhető meg; ha a T2.1-ben sem, a jeloltek.tsv-ben marad.				2026.09.25
TEREMT-002	Zsolt 33:6	TSK 1Móz 1:2 (Votes=40)	nyitva	T1: minősítetlen (G4). Kereszthivatkozás-célpont, a versben nincs H8414/H0922 — lexikai gerinc_elem nem nevezhető meg; ha a T2.1-ben sem, a jeloltek.tsv-ben marad.				2026.09.25
TEREMT-002	Ézs 40:12	TSK 1Móz 1:2 (Votes=28)	nyitva	T1: minősítetlen (G4). Kereszthivatkozás-célpont, a versben nincs H8414/H0922 — lexikai gerinc_elem nem nevezhető meg; ha a T2.1-ben sem, a jeloltek.tsv-ben marad.				2026.09.25
TEREMT-002	Ézs 40:14	TSK 1Móz 1:2 (Votes=28)	nyitva	T1: minősítetlen (G4). Kereszthivatkozás-célpont, a versben nincs H8414/H0922 — lexikai gerinc_elem nem nevezhető meg; ha a T2.1-ben sem, a jeloltek.tsv-ben marad.				2026.09.25
TEREMT-002	Jób 26:14	TSK 1Móz 1:2 (Votes=7)	nyitva	T1: minősítetlen (G4). Kereszthivatkozás-célpont, a versben nincs H8414/H0922 — lexikai gerinc_elem nem nevezhető meg; ha a T2.1-ben sem, a jeloltek.tsv-ben marad.				2026.09.25
TEREMT-002	Náh 2:10	TSK 1Móz 1:2 (Votes=-14)	nyitva	T1: minősítetlen (G4). Kereszthivatkozás-célpont, a versben nincs H8414/H0922 — lexikai gerinc_elem nem nevezhető meg; ha a T2.1-ben sem, a jeloltek.tsv-ben marad.				2026.09.25
TEREMT-002	Mt 24:29	TSK Jer 4:23 (Votes=35)	nyitva	T1: minősítetlen (G4). Kereszthivatkozás-célpont, a versben nincs H8414/H0922 — lexikai gerinc_elem nem nevezhető meg; ha a T2.1-ben sem, a jeloltek.tsv-ben marad.				2026.09.25
TEREMT-002	Mk 13:24	TSK Jer 4:23 (Votes=29)	nyitva	T1: minősítetlen (G4). Kereszthivatkozás-célpont, a versben nincs H8414/H0922 — lexikai gerinc_elem nem nevezhető meg; ha a T2.1-ben sem, a jeloltek.tsv-ben marad.				2026.09.25
TEREMT-002	Mk 13:25	TSK Jer 4:23 (Votes=29)	nyitva	T1: minősítetlen (G4). Kereszthivatkozás-célpont, a versben nincs H8414/H0922 — lexikai gerinc_elem nem nevezhető meg; ha a T2.1-ben sem, a jeloltek.tsv-ben marad.				2026.09.25
TEREMT-002	Ézs 13:10	TSK Jer 4:23 (Votes=26)	nyitva	T1: minősítetlen (G4). Kereszthivatkozás-célpont, a versben nincs H8414/H0922 — lexikai gerinc_elem nem nevezhető meg; ha a T2.1-ben sem, a jeloltek.tsv-ben marad.				2026.09.25
TEREMT-002	Jóel 3:15	TSK Jer 4:23 (Votes=26)	nyitva	T1: minősítetlen (G4). Kereszthivatkozás-célpont, a versben nincs H8414/H0922 — lexikai gerinc_elem nem nevezhető meg; ha a T2.1-ben sem, a jeloltek.tsv-ben marad.				2026.09.25
TEREMT-002	Jóel 3:16	TSK Jer 4:23 (Votes=26)	nyitva	T1: minősítetlen (G4). Kereszthivatkozás-célpont, a versben nincs H8414/H0922 — lexikai gerinc_elem nem nevezhető meg; ha a T2.1-ben sem, a jeloltek.tsv-ben marad.				2026.09.25
TEREMT-002	Luk 21:25	TSK Jer 4:23 (Votes=21)	nyitva	T1: minősítetlen (G4). Kereszthivatkozás-célpont, a versben nincs H8414/H0922 — lexikai gerinc_elem nem nevezhető meg; ha a T2.1-ben sem, a jeloltek.tsv-ben marad.				2026.09.25
TEREMT-002	Luk 21:26	TSK Jer 4:23 (Votes=21)	nyitva	T1: minősítetlen (G4). Kereszthivatkozás-célpont, a versben nincs H8414/H0922 — lexikai gerinc_elem nem nevezhető meg; ha a T2.1-ben sem, a jeloltek.tsv-ben marad.				2026.09.25
TEREMT-002	Ez 32:7	TSK Jer 4:23 (Votes=20)	nyitva	T1: minősítetlen (G4). Kereszthivatkozás-célpont, a versben nincs H8414/H0922 — lexikai gerinc_elem nem nevezhető meg; ha a T2.1-ben sem, a jeloltek.tsv-ben marad.				2026.09.25
TEREMT-002	Ez 32:8	TSK Jer 4:23 (Votes=20)	nyitva	T1: minősítetlen (G4). Kereszthivatkozás-célpont, a versben nincs H8414/H0922 — lexikai gerinc_elem nem nevezhető meg; ha a T2.1-ben sem, a jeloltek.tsv-ben marad.				2026.09.25
TEREMT-002	Ámós 8:9	TSK Jer 4:23 (Votes=18)	nyitva	T1: minősítetlen (G4). Kereszthivatkozás-célpont, a versben nincs H8414/H0922 — lexikai gerinc_elem nem nevezhető meg; ha a T2.1-ben sem, a jeloltek.tsv-ben marad.				2026.09.25
TEREMT-002	Jóel 2:10	TSK Jer 4:23 (Votes=18)	nyitva	T1: minősítetlen (G4). Kereszthivatkozás-célpont, a versben nincs H8414/H0922 — lexikai gerinc_elem nem nevezhető meg; ha a T2.1-ben sem, a jeloltek.tsv-ben marad.				2026.09.25
TEREMT-002	Jóel 2:30	TSK Jer 4:23 (Votes=17)	nyitva	T1: minősítetlen (G4). Kereszthivatkozás-célpont, a versben nincs H8414/H0922 — lexikai gerinc_elem nem nevezhető meg; ha a T2.1-ben sem, a jeloltek.tsv-ben marad.				2026.09.25
TEREMT-002	Jóel 2:31	TSK Jer 4:23 (Votes=17)	nyitva	T1: minősítetlen (G4). Kereszthivatkozás-célpont, a versben nincs H8414/H0922 — lexikai gerinc_elem nem nevezhető meg; ha a T2.1-ben sem, a jeloltek.tsv-ben marad.				2026.09.25
TEREMT-002	ApCsel 2:19	TSK Jer 4:23 (Votes=17)	nyitva	T1: minősítetlen (G4). Kereszthivatkozás-célpont, a versben nincs H8414/H0922 — lexikai gerinc_elem nem nevezhető meg; ha a T2.1-ben sem, a jeloltek.tsv-ben marad.				2026.09.25
TEREMT-002	ApCsel 2:20	TSK Jer 4:23 (Votes=17)	nyitva	T1: minősítetlen (G4). Kereszthivatkozás-célpont, a versben nincs H8414/H0922 — lexikai gerinc_elem nem nevezhető meg; ha a T2.1-ben sem, a jeloltek.tsv-ben marad.				2026.09.25
TEREMT-002	Ézs 5:30	TSK Jer 4:23 (Votes=16)	nyitva	T1: minősítetlen (G4). Kereszthivatkozás-célpont, a versben nincs H8414/H0922 — lexikai gerinc_elem nem nevezhető meg; ha a T2.1-ben sem, a jeloltek.tsv-ben marad.				2026.09.25
TEREMT-002	Mt 24:35	TSK Jer 4:23 (Votes=15)	nyitva	T1: minősítetlen (G4). Kereszthivatkozás-célpont, a versben nincs H8414/H0922 — lexikai gerinc_elem nem nevezhető meg; ha a T2.1-ben sem, a jeloltek.tsv-ben marad.				2026.09.25
TEREMT-002	Ézs 24:19	TSK Jer 4:23 (Votes=12)	nyitva	T1: minősítetlen (G4). Kereszthivatkozás-célpont, a versben nincs H8414/H0922 — lexikai gerinc_elem nem nevezhető meg; ha a T2.1-ben sem, a jeloltek.tsv-ben marad.				2026.09.25
TEREMT-002	Ézs 24:23	TSK Jer 4:23 (Votes=12)	nyitva	T1: minősítetlen (G4). Kereszthivatkozás-célpont, a versben nincs H8414/H0922 — lexikai gerinc_elem nem nevezhető meg; ha a T2.1-ben sem, a jeloltek.tsv-ben marad.				2026.09.25
TEREMT-002	Jel 20:11	TSK Jer 4:23 (Votes=12)	nyitva	T1: minősítetlen (G4). Kereszthivatkozás-célpont, a versben nincs H8414/H0922 — lexikai gerinc_elem nem nevezhető meg; ha a T2.1-ben sem, a jeloltek.tsv-ben marad.				2026.09.25
TEREMT-002	Jer 9:10	TSK Jer 4:23 (Votes=8)	nyitva	T1: minősítetlen (G4). Kereszthivatkozás-célpont, a versben nincs H8414/H0922 — lexikai gerinc_elem nem nevezhető meg; ha a T2.1-ben sem, a jeloltek.tsv-ben marad.				2026.09.25
TEREMT-002	Jer 9:15	Károli-KH (forrás-vers: Jer 4:23)	nyitva	T1: minősítetlen (G4). Kereszthivatkozás-célpont, a versben nincs H8414/H0922 — lexikai gerinc_elem nem nevezhető meg; ha a T2.1-ben sem, a jeloltek.tsv-ben marad.				2026.09.25
TEREMT-002	Zsolt 80:6-7	Károli-KH (forrás-vers: Jer 4:23)	nyitva	T1: minősítetlen (G4). Kereszthivatkozás-célpont, a versben nincs H8414/H0922 — lexikai gerinc_elem nem nevezhető meg; ha a T2.1-ben sem, a jeloltek.tsv-ben marad.				2026.09.25
TEREMT-002	2Kir 21:13	TSK Ézs 34:11 (Votes=6)	nyitva	T1: minősítetlen (G4). Kereszthivatkozás-célpont, a versben nincs H8414/H0922 — lexikai gerinc_elem nem nevezhető meg; ha a T2.1-ben sem, a jeloltek.tsv-ben marad.				2026.09.25
TEREMT-002	Sir 2:8	TSK Ézs 34:11 (Votes=6)	nyitva	T1: minősítetlen (G4). Kereszthivatkozás-célpont, a versben nincs H8414/H0922 — lexikai gerinc_elem nem nevezhető meg; ha a T2.1-ben sem, a jeloltek.tsv-ben marad.				2026.09.25
TEREMT-002	Sof 2:14	TSK Ézs 34:11 (Votes=5)	nyitva	T1: minősítetlen (G4). Kereszthivatkozás-célpont, a versben nincs H8414/H0922 — lexikai gerinc_elem nem nevezhető meg; ha a T2.1-ben sem, a jeloltek.tsv-ben marad.				2026.09.25
TEREMT-002	Jel 18:2	TSK Ézs 34:11 (Votes=4)	nyitva	T1: minősítetlen (G4). Kereszthivatkozás-célpont, a versben nincs H8414/H0922 — lexikai gerinc_elem nem nevezhető meg; ha a T2.1-ben sem, a jeloltek.tsv-ben marad.				2026.09.25
TEREMT-002	Ézs 14:23	TSK Ézs 34:11 (Votes=3)	nyitva	T1: minősítetlen (G4). Kereszthivatkozás-célpont, a versben nincs H8414/H0922 — lexikai gerinc_elem nem nevezhető meg; ha a T2.1-ben sem, a jeloltek.tsv-ben marad.				2026.09.25
TEREMT-002	2Sám 8:2	TSK Ézs 34:11 (Votes=3)	nyitva	T1: minősítetlen (G4). Kereszthivatkozás-célpont, a versben nincs H8414/H0922 — lexikai gerinc_elem nem nevezhető meg; ha a T2.1-ben sem, a jeloltek.tsv-ben marad.				2026.09.25
TEREMT-002	Mal 1:3	TSK Ézs 34:11 (Votes=2)	nyitva	T1: minősítetlen (G4). Kereszthivatkozás-célpont, a versben nincs H8414/H0922 — lexikai gerinc_elem nem nevezhető meg; ha a T2.1-ben sem, a jeloltek.tsv-ben marad.				2026.09.25
TEREMT-002	Mal 1:4	TSK Ézs 34:11 (Votes=2)	nyitva	T1: minősítetlen (G4). Kereszthivatkozás-célpont, a versben nincs H8414/H0922 — lexikai gerinc_elem nem nevezhető meg; ha a T2.1-ben sem, a jeloltek.tsv-ben marad.				2026.09.25
TEREMT-002	Jel 18:21	TSK Ézs 34:11 (Votes=2)	nyitva	T1: minősítetlen (G4). Kereszthivatkozás-célpont, a versben nincs H8414/H0922 — lexikai gerinc_elem nem nevezhető meg; ha a T2.1-ben sem, a jeloltek.tsv-ben marad.				2026.09.25
TEREMT-002	Jel 18:23	TSK Ézs 34:11 (Votes=2)	nyitva	T1: minősítetlen (G4). Kereszthivatkozás-célpont, a versben nincs H8414/H0922 — lexikai gerinc_elem nem nevezhető meg; ha a T2.1-ben sem, a jeloltek.tsv-ben marad.				2026.09.25
TEREMT-002	Ézs 13:20	TSK Ézs 34:11 (Votes=2)	nyitva	T1: minősítetlen (G4). Kereszthivatkozás-célpont, a versben nincs H8414/H0922 — lexikai gerinc_elem nem nevezhető meg; ha a T2.1-ben sem, a jeloltek.tsv-ben marad.				2026.09.25
TEREMT-002	Ézs 13:22	TSK Ézs 34:11 (Votes=2)	nyitva	T1: minősítetlen (G4). Kereszthivatkozás-célpont, a versben nincs H8414/H0922 — lexikai gerinc_elem nem nevezhető meg; ha a T2.1-ben sem, a jeloltek.tsv-ben marad.				2026.09.25
TEREMT-002	Ézs 66:12	Károli-KH (forrás-vers: Ézs 34:11)	nyitva	T1: minősítetlen (G4). Kereszthivatkozás-célpont, a versben nincs H8414/H0922 — lexikai gerinc_elem nem nevezhető meg; ha a T2.1-ben sem, a jeloltek.tsv-ben marad. ADATHIBA-GYANÚ: a Karoli_kereszthivatkozasok.tsv Isa.34.11 KH-listája betűre azonos az Isa.40.11-ével (pásztor-kép); a célpont valószínűleg nem az Ézs 34:11-é.				2026.09.25
TEREMT-002	Ez 34:12-16	Károli-KH (forrás-vers: Ézs 34:11)	nyitva	T1: minősítetlen (G4). Kereszthivatkozás-célpont, a versben nincs H8414/H0922 — lexikai gerinc_elem nem nevezhető meg; ha a T2.1-ben sem, a jeloltek.tsv-ben marad. ADATHIBA-GYANÚ: a Karoli_kereszthivatkozasok.tsv Isa.34.11 KH-listája betűre azonos az Isa.40.11-ével (pásztor-kép); a célpont valószínűleg nem az Ézs 34:11-é.				2026.09.25
TEREMT-002	Ján 10:11	Károli-KH (forrás-vers: Ézs 34:11)	nyitva	T1: minősítetlen (G4). Kereszthivatkozás-célpont, a versben nincs H8414/H0922 — lexikai gerinc_elem nem nevezhető meg; ha a T2.1-ben sem, a jeloltek.tsv-ben marad. ADATHIBA-GYANÚ: a Karoli_kereszthivatkozasok.tsv Isa.34.11 KH-listája betűre azonos az Isa.40.11-ével (pásztor-kép); a célpont valószínűleg nem az Ézs 34:11-é.				2026.09.25
TEREMT-002	1Móz 33:13	Károli-KH (forrás-vers: Ézs 34:11)	nyitva	T1: minősítetlen (G4). Kereszthivatkozás-célpont, a versben nincs H8414/H0922 — lexikai gerinc_elem nem nevezhető meg; ha a T2.1-ben sem, a jeloltek.tsv-ben marad. ADATHIBA-GYANÚ: a Karoli_kereszthivatkozasok.tsv Isa.34.11 KH-listája betűre azonos az Isa.40.11-ével (pásztor-kép); a célpont valószínűleg nem az Ézs 34:11-é.				2026.09.25
TEREMT-002	4Móz 11:12	Károli-KH (forrás-vers: Ézs 34:11)	nyitva	T1: minősítetlen (G4). Kereszthivatkozás-célpont, a versben nincs H8414/H0922 — lexikai gerinc_elem nem nevezhető meg; ha a T2.1-ben sem, a jeloltek.tsv-ben marad. ADATHIBA-GYANÚ: a Karoli_kereszthivatkozasok.tsv Isa.34.11 KH-listája betűre azonos az Isa.40.11-ével (pásztor-kép); a célpont valószínűleg nem az Ézs 34:11-é.				2026.09.25
