szo_id	szo_ids	level	bbox	ocr	m1	m2	dontes	alak_igazolt	extra
word_000017_000465	word_000017_000465	17	[1055, 1875, 1137, 1920]	dns,	{"szo_ids": ["word_000017_000465"], "alak": "ᾅδης", "nyelv": "grc", "extra": false}	{"szo_ids": ["word_000017_000465"], "alak": "ᾅδης", "nyelv": "grc", "extra": false}	auto	igen	nem
word_000017_000483	word_000017_000483,word_000017_000484,word_000017_000485,word_000017_000486	17	[1422, 1933, 1829, 1977]	70 dpéap rhs a8vacou,	{"szo_ids": ["word_000017_000484", "word_000017_000485", "word_000017_000486"], "alak": "τὸ φρέαρ τῆς ἀβύσσου", "nyelv": "grc", "extra": false}	[{"szo_ids": ["word_000017_000483", "word_000017_000484"], "alak": "τὸ", "nyelv": "grc", "extra": true}, {"szo_ids": ["word_000017_000485", "word_000017_000486"], "alak": "τῆς", "nyelv": "grc", "extra": true}]	vitas	nem	nem
word_000017_000505	word_000017_000505,word_000017_000506,word_000017_000507,word_000017_000508	17	[458, 2040, 891, 2083]	6 dyyedos THs aBvacou,	{"szo_ids": ["word_000017_000506", "word_000017_000507", "word_000017_000508"], "alak": "ὁ ἄγγελος τῆς ἀβύσσου", "nyelv": "grc", "extra": false}	[{"szo_ids": ["word_000017_000505", "word_000017_000506"], "alak": "ὁ", "nyelv": "grc", "extra": true}, {"szo_ids": ["word_000017_000507", "word_000017_000508"], "alak": "τῆς", "nyelv": "grc", "extra": false}]	vitas	nem	nem
word_000017_000521	word_000017_000521,word_000017_000522,word_000017_000523,word_000017_000524,word_000017_000525,word_000017_000526,word_000017_000527,word_000017_000528	17	[491, 2096, 1471, 2138]	tva ph eitaén adtois eis tiv &Bvocov amedOciv.—In	{"szo_ids": ["word_000017_000521", "word_000017_000522", "word_000017_000523", "word_000017_000524", "word_000017_000525", "word_000017_000526", "word_000017_000527", "word_000017_000528"], "alak": "τὰ φίλα εἰσαν ἀπ' αὐτῶν εἰς τὴν ἀβύσσου ἀπελθεῖν", "nyelv": "grc", "extra": false}	[{"szo_ids": ["word_000017_000521", "word_000017_000522"], "alak": "ἵνα", "nyelv": "grc", "extra": false}, {"szo_ids": ["word_000017_000523", "word_000017_000524"], "alak": "ἐπιτάξῃ", "nyelv": "grc", "extra": false}, {"szo_ids": ["word_000017_000525", "word_000017_000526"], "alak": "εἰς", "nyelv": "grc", "extra": true}, {"szo_ids": ["word_000017_000527", "word_000017_000528"], "alak": "ἄβυσσον", "nyelv": "grc", "extra": false}]	vitas	nem	nem
word_000017_000534	word_000017_000534,word_000017_000535,word_000017_000536,word_000017_000537,word_000017_000538	17	[205, 2152, 732, 2196]	dvaBaivew €« tis 4Bvooou is	{"szo_ids": ["word_000017_000534", "word_000017_000535", "word_000017_000536", "word_000017_000537"], "alak": "ἀναβαίνειν ἐκ τῆς ἀβύσσου", "nyelv": "grc", "extra": false}	[{"szo_ids": ["word_000017_000534"], "alak": "ἀναβαίνειν", "nyelv": "grc", "extra": false}, {"szo_ids": ["word_000017_000535", "word_000017_000536"], "alak": "ἐκ", "nyelv": "grc", "extra": false}, {"szo_ids": ["word_000017_000537", "word_000017_000538"], "alak": "ἀβύσσου", "nyelv": "grc", "extra": false}]	vitas	nem	nem
word_000017_000551	word_000017_000551,word_000017_000552,word_000017_000553,word_000017_000554	17	[205, 2206, 739, 2251]	dBvaocos Enrnpateov 4 ypady,	{"szo_ids": ["word_000017_000551", "word_000017_000552", "word_000017_000553", "word_000017_000554"], "alak": "ἀβύσσος ξητημάτων ἡ γραφή", "nyelv": "grc", "extra": false}	[{"szo_ids": ["word_000017_000551", "word_000017_000552"], "alak": "ἄβυσσος", "nyelv": "grc", "extra": false}, {"szo_ids": ["word_000017_000553", "word_000017_000554"], "alak": "ἡ", "nyelv": "grc", "extra": false}]	vitas	nem	nem
word_000017_000560	word_000017_000560,word_000017_000561,word_000017_000562,word_000017_000563,word_000017_000564	17	[1244, 2208, 1829, 2253]	6 Ocds, &Bvocos dv ayabdrnTOos,	{"szo_ids": ["word_000017_000561", "word_000017_000562", "word_000017_000563", "word_000017_000564"], "alak": "ὁ Θεός, ἀβύσσος ὤν ἀγαθότητος", "nyelv": "grc", "extra": false}	[{"szo_ids": ["word_000017_000560", "word_000017_000561"], "alak": "ὁ", "nyelv": "grc", "extra": true}, {"szo_ids": ["word_000017_000562", "word_000017_000563"], "alak": "ἄβυσσος", "nyelv": "grc", "extra": false}]	vitas	nem	nem
word_000017_000570	word_000017_000570,word_000017_000571,word_000017_000572,word_000017_000573,word_000017_000574,word_000017_000575,word_000017_000576,word_000017_000577,word_000017_000578	17	[772, 2261, 1828, 2308]	9 arroyvwors els adthy xatdye THs Kaklas thy dBvocor,	{"szo_ids": ["word_000017_000571", "word_000017_000572", "word_000017_000573", "word_000017_000574", "word_000017_000575", "word_000017_000576", "word_000017_000577", "word_000017_000578"], "alak": "ἡ ἀπόγνωσις εἰς αὐτὴν κατάγει τῆς κακίας τὴν ἀβύσσου", "nyelv": "grc", "extra": false}	[{"szo_ids": ["word_000017_000570", "word_000017_000571"], "alak": "ἡ", "nyelv": "grc", "extra": false}, {"szo_ids": ["word_000017_000572", "word_000017_000573"], "alak": "εἰς", "nyelv": "grc", "extra": true}, {"szo_ids": ["word_000017_000574", "word_000017_000575"], "alak": "κατάγει", "nyelv": "grc", "extra": false}, {"szo_ids": ["word_000017_000576", "word_000017_000577"], "alak": "κακίας", "nyelv": "grc", "extra": false}]	vitas	nem	nem
word_000017_000582	word_000017_000582,word_000017_000583	17	[493, 2319, 639, 2359]	Bdos is	{"szo_ids": ["word_000017_000582"], "alak": "βάθος", "nyelv": "grc", "extra": false}	{"szo_ids": ["word_000017_000582", "word_000017_000583"], "alak": "βάθος", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000017_000000	word_000017_000000	17	[497, 116, 667, 155]	"ABvocos		{"szo_ids": ["word_000017_000000"], "alak": "Ἄβυσσος", "nyelv": "grc", "extra": false}	hianyzo_m2	nem	nem
word_000017_000002	word_000017_000002	17	[1340, 111, 1510, 150]	"ABvacos		{"szo_ids": ["word_000017_000002"], "alak": "Ἄβυσσος", "nyelv": "grc", "extra": false}	hianyzo_m2	nem	nem
word_000017_000009	word_000017_000009	17	[659, 220, 721, 257]	val,		{"szo_ids": ["word_000017_000009"], "alak": "ναὶ", "nyelv": "grc", "extra": true}	extra_vitas	nem	igen
word_000017_000037	word_000017_000037	17	[203, 332, 256, 364]	kat		{"szo_ids": ["word_000017_000037"], "alak": "καὶ", "nyelv": "grc", "extra": true}	extra_vitas	nem	igen
word_000017_000038	word_000017_000038	17	[273, 331, 310, 364]	To		{"szo_ids": ["word_000017_000038"], "alak": "τὸ", "nyelv": "grc", "extra": false}	hianyzo_m2	nem	nem
word_000017_000039	word_000017_000039	17	[336, 330, 427, 367]	tédos		{"szo_ids": ["word_000017_000039"], "alak": "τέλος", "nyelv": "grc", "extra": false}	hianyzo_m2	nem	nem
word_000017_000042	word_000017_000042	17	[696, 331, 860, 373]	éyd—		{"szo_ids": ["word_000017_000042"], "alak": "ἐγώ", "nyelv": "grc", "extra": false}	hianyzo_m2	nem	nem
word_000017_000043	word_000017_000043	17	[830, 323, 855, 380]	2		{"szo_ids": ["word_000017_000043"], "alak": "Ω", "nyelv": "grc", "extra": false}	hianyzo_m2	nem	nem
word_000017_000056	word_000017_000056	17	[523, 385, 536, 419]	6		{"szo_ids": ["word_000017_000056"], "alak": "ὁ", "nyelv": "grc", "extra": true}	extra_vitas	nem	igen
word_000017_000057	word_000017_000057	17	[542, 387, 598, 429]	dv		{"szo_ids": ["word_000017_000057"], "alak": "ὢν", "nyelv": "grc", "extra": true}	extra_vitas	nem	igen
word_000017_000058	word_000017_000058	17	[616, 388, 738, 429]	x.7.d.);		{"szo_ids": ["word_000017_000058"], "alak": "κ.τ.λ", "nyelv": "grc", "extra": false}	hianyzo_m2	nem	nem
word_000017_000072	word_000017_000072	17	[660, 442, 721, 483]	éyo		{"szo_ids": ["word_000017_000072"], "alak": "ἐγώ", "nyelv": "grc", "extra": true}	extra_vitas	nem	igen
word_000017_000074	word_000017_000074	17	[785, 444, 817, 474]	2		{"szo_ids": ["word_000017_000074"], "alak": "Ω", "nyelv": "grc", "extra": true}	extra_vitas	nem	igen
word_000017_000177	word_000017_000177,word_000017_000178	17	[382, 830, 621, 871]	Z.c.), Christum		{"szo_ids": ["word_000017_000177", "word_000017_000178"], "alak": "l.c", "nyelv": "lat", "extra": false}	hianyzo_m2	nem	nem
word_000017_000181	word_000017_000181,word_000017_000182	17	[822, 832, 1022, 862]	electorwm et		{"szo_ids": ["word_000017_000181", "word_000017_000182"], "alak": "electorum", "nyelv": "lat", "extra": true}	extra_vitas	nem	igen
word_000017_000184	word_000017_000184,word_000017_000185	17	[1203, 830, 1538, 871]	Seripturac. Many		{"szo_ids": ["word_000017_000184", "word_000017_000185"], "alak": "Scripturae", "nyelv": "lat", "extra": true}	extra_vitas	nem	igen
word_000017_000196	word_000017_000196,word_000017_000197	17	[277, 993, 515, 1033]	"A Buocos,		{"szo_ids": ["word_000017_000196", "word_000017_000197"], "alak": "Ἄβυσσος", "nyelv": "grc", "extra": true}	extra_vitas	nem	igen
word_000017_000198	word_000017_000198	17	[544, 1008, 586, 1031]	ov,		{"szo_ids": ["word_000017_000198"], "alak": "ου", "nyelv": "grc", "extra": true}	extra_vitas	nem	igen
word_000017_000214	word_000017_000214	17	[889, 1050, 1039, 1092]	médayos,		{"szo_ids": ["word_000017_000214"], "alak": "πέλαγος", "nyelv": "grc", "extra": false}	hianyzo_m2	nem	nem
word_000017_000223	word_000017_000223	17	[370, 1105, 389, 1144]	7		{"szo_ids": ["word_000017_000223"], "alak": "ἡ", "nyelv": "grc", "extra": true}	extra_vitas	nem	igen
word_000017_000250	word_000017_000250	17	[208, 1214, 382, 1248]	TDoutéws		{"szo_ids": ["word_000017_000250"], "alak": "Πλουτέως", "nyelv": "grc", "extra": false}	hianyzo_m2	nem	nem
word_000017_000251	word_000017_000251	17	[410, 1214, 566, 1254]	aBvocov.		{"szo_ids": ["word_000017_000251"], "alak": "ἄβυσσον", "nyelv": "grc", "extra": false}	hianyzo_m2	nem	nem
word_000017_000262	word_000017_000262	17	[1478, 1221, 1517, 1248]	cst		{"szo_ids": ["word_000017_000262"], "alak": "est", "nyelv": "lat", "extra": false}	hianyzo_m2	nem	nem
word_000017_000322	word_000017_000322	17	[1295, 1371, 1385, 1426]	novia,		{"szo_ids": ["word_000017_000322"], "alak": "מְצוּלָה", "nyelv": "heb", "extra": false}	hianyzo_m2	nem	nem
word_000017_000338	word_000017_000338	17	[1047, 1439, 1163, 1477]	wnyav.		{"szo_ids": ["word_000017_000338"], "alak": "πηγῶν", "nyelv": "grc", "extra": false}	hianyzo_m2	nem	nem
word_000017_000346	word_000017_000346	17	[1665, 1438, 1712, 1472]	tls		{"szo_ids": ["word_000017_000346"], "alak": "τίς", "nyelv": "grc", "extra": false}	hianyzo_m2	nem	nem
word_000017_000168	word_000017_000168	17	[729, 776, 774, 806]	M.			valtozatlan	nem	nem
word_000017_000237	word_000017_000237	17	[207, 1160, 313, 1192]	eccles.			valtozatlan	nem	nem
word_000017_000257	word_000017_000257	17	[1092, 1242, 1098, 1248]	.			valtozatlan	nem	nem
word_000017_000258	word_000017_000258	17	[1125, 1242, 1164, 1249]	..			valtozatlan	nem	nem
word_000017_000263	word_000017_000263	17	[1528, 1218, 1559, 1249]	:”			valtozatlan	nem	nem
word_000017_000270	word_000017_000270	17	[500, 1286, 526, 1295]	=			valtozatlan	nem	nem
word_000017_000290	word_000017_000290	17	[440, 1327, 505, 1357]	xlii.			valtozatlan	nem	nem
word_000017_000309	word_000017_000309	17	[208, 1381, 308, 1421]	(Suid.			valtozatlan	nem	nem
word_000017_000310	word_000017_000310	17	[323, 1394, 329, 1412]	:			valtozatlan	nem	nem
word_000017_000319	word_000017_000319	17	[1120, 1383, 1173, 1414]	xii.			valtozatlan	nem	nem
word_000017_000325	word_000017_000325	17	[1604, 1384, 1716, 1415]	xxxiii.			valtozatlan	nem	nem
word_000017_000347	word_000017_000347	17	[1730, 1451, 1826, 1470]	xara-			valtozatlan	nem	nem
word_000017_000468	word_000017_000468	17	[1413, 1885, 1585, 1912]	remoteness			valtozatlan	nem	nem
word_000017_000478	word_000017_000478	17	[896, 1933, 1177, 1973]	expression.—In			valtozatlan	nem	nem
word_000017_000559	word_000017_000559	17	[1124, 2210, 1214, 2248]	Act.;			valtozatlan	nem	nem
word_000082_000000	word_000082_000000	82	[486, 121, 686, 176]	*"Aderdorns	{"szo_ids": ["word_000082_000000"], "alak": "Ἀδελφότης", "nyelv": "grc", "extra": true}	{"szo_ids": ["word_000082_000000"], "alak": "᾿Αδελφότης", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000082_000002	word_000082_000002	82	[1382, 128, 1486, 178]	"Abdns	{"szo_ids": ["word_000082_000002"], "alak": "ἀδελφοί", "nyelv": "grc", "extra": true}	{"szo_ids": ["word_000082_000002"], "alak": "῞Αδης", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000082_000023	word_000082_000023,word_000082_000024	82	[738, 292, 919, 334]	oixetor rijs	{"szo_ids": ["word_000082_000023", "word_000082_000024"], "alak": "οἰκεῖοι τῆς πίστεως", "nyelv": "grc", "extra": false}	[{"szo_ids": ["word_000082_000023"], "alak": "οἰκεῖοι", "nyelv": "grc", "extra": false}, {"szo_ids": ["word_000082_000024"], "alak": "τῆς", "nyelv": "grc", "extra": false}]	vitas	nem	nem
word_000082_000088	word_000082_000088	82	[546, 516, 691, 560]	“Adedp7	{"szo_ids": ["word_000082_000088"], "alak": "Ἀδελφή", "nyelv": "grc", "extra": true}	{"szo_ids": ["word_000082_000088"], "alak": "᾿Αδελφή", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000082_000138	word_000082_000138	82	[275, 762, 554, 808]	"ASdSerXGors	{"szo_ids": ["word_000082_000138"], "alak": "Ἀδελφότης", "nyelv": "grc", "extra": true}	{"szo_ids": ["word_000082_000138"], "alak": "᾿Αδελφότης", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000082_000200	word_000082_000200,word_000082_000201,word_000082_000202,word_000082_000203,word_000082_000204	82	[800, 986, 1532, 1031]	ddedporns. Transferred to a relationship	{"szo_ids": ["word_000082_000200", "word_000082_000201", "word_000082_000202", "word_000082_000203", "word_000082_000204"], "alak": "ἡ τῆς εὐγνηλας ἀδελφότης", "nyelv": "grc", "extra": false}	{"szo_ids": ["word_000082_000200"], "alak": "ἀδελφότης", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000082_000243	word_000082_000243	82	[721, 1153, 862, 1195]	d8Ado/,	{"szo_ids": ["word_000082_000243"], "alak": "ἀδελφοί", "nyelv": "grc", "extra": true}	{"szo_ids": ["word_000082_000243"], "alak": "ἀδελφοί", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000082_000267	word_000082_000267	82	[201, 1262, 405, 1306]	adedpornta	{"szo_ids": ["word_000082_000267"], "alak": "ἀδελφότητα", "nyelv": "grc", "extra": true}	{"szo_ids": ["word_000082_000267"], "alak": "ἀδελφότητα", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000082_000268	word_000082_000268	82	[430, 1266, 596, 1306]	ayanate;	{"szo_ids": ["word_000082_000268"], "alak": "ἀγαπᾶτε", "nyelv": "grc", "extra": true}	{"szo_ids": ["word_000082_000268"], "alak": "ἀγαπᾶτε", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000082_000271	word_000082_000271,word_000082_000272,word_000082_000273,word_000082_000274	82	[718, 1263, 1024, 1307]	4 év koopm tudv	{"szo_ids": ["word_000082_000271", "word_000082_000272", "word_000082_000273", "word_000082_000274"], "alak": "ἐν κόσμῳ ὑμῶν ἀδελφότης", "nyelv": "grc", "extra": false}	[{"szo_ids": ["word_000082_000271"], "alak": "ἡ", "nyelv": "grc", "extra": false}, {"szo_ids": ["word_000082_000272"], "alak": "ἐν", "nyelv": "grc", "extra": true}, {"szo_ids": ["word_000082_000273"], "alak": "κόσμῳ", "nyelv": "grc", "extra": false}, {"szo_ids": ["word_000082_000274"], "alak": "ὑμῶν", "nyelv": "grc", "extra": true}]	vitas	nem	nem
word_000082_000306	word_000082_000306	82	[1222, 1376, 1427, 1419]	¢uAadeAdla,	{"szo_ids": ["word_000082_000306"], "alak": "φιλαδελφία", "nyelv": "grc", "extra": true}	{"szo_ids": ["word_000082_000306"], "alak": "φιλαδελφία", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000082_000326	word_000082_000326	82	[1060, 1431, 1265, 1474]	pirdderdos,	{"szo_ids": ["word_000082_000326"], "alak": "φιλάδελφος", "nyelv": "grc", "extra": true}	{"szo_ids": ["word_000082_000326"], "alak": "φιλάδελφος", "nyelv": "grc", "extra": false}	vitas	nem	nem
